Price,Close
Ticker,ACN
Date,
2021-03-04,230.6907
2021-03-05,233.035
2021-03-08,232.9229
2021-03-09,237.5741
2021-03-10,240.1612
2021-03-11,248.7818
2021-03-12,247.4555
2021-03-15,248.679
2021-03-16,246.12
2021-03-17,246.8204
2021-03-18,249.2674
2021-03-19,246.3628
2021-03-22,247.689
2021-03-23,248.4642
2021-03-24,249.8839
2021-03-25,250.8739
2021-03-26,262.2309
2021-03-29,261.0822
2021-03-30,260.1576
2021-03-31,258.0094
2021-04-01,259.9614
2021-04-05,262.5672
2021-04-06,263.0341
2021-04-07,263.9121
2021-04-08,265.6398
2021-04-09,268.7127
2021-04-12,268.554
2021-04-13,266.3871
2021-04-14,266.4807
2021-04-15,267.146
2021-04-16,268.8417
2021-04-19,268.4482
2021-04-20,270.3781
2021-04-21,272.3643
2021-04-22,271.8398
2021-04-23,273.3198
2021-04-26,271.2401
2021-04-27,271.924
2021-04-28,271.9427
2021-04-29,274.0694
2021-04-30,271.6617
2021-05-03,273.7228
2021-05-04,273.1887
2021-05-05,271.2401
2021-05-06,272.7765
2021-05-07,273.1231
2021-05-10,272.2612
2021-05-11,269.7692
2021-05-12,261.7496
2021-05-13,267.3052
2021-05-14,270.0034
2021-05-17,268.8791
2021-05-18,265.1411
2021-05-19,263.2299
2021-05-20,266.0218
2021-05-21,265.4877
2021-05-24,266.8649
2021-05-25,267.933
2021-05-26,266.0218
2021-05-27,262.3679
2021-05-28,264.3448
2021-06-01,263.1455
2021-06-02,264.0075
2021-06-03,261.9745
2021-06-04,265.2911
2021-06-07,264.3729
2021-06-08,263.6796
2021-06-09,264.2979
2021-06-10,266.2747
2021-06-11,267.2677
2021-06-14,267.6706
2021-06-15,268.1203
2021-06-16,266.0124
2021-06-17,266.79
2021-06-18,263.4922
2021-06-21,267.5301
2021-06-22,267.6238
2021-06-23,267.6612
2021-06-24,273.1513
2021-06-25,276.0555
2021-06-28,275.3434
2021-06-29,277.7137
2021-06-30,276.1773
2021-07-01,281.0583
2021-07-02,285.5927
2021-07-06,286.1174
2021-07-07,290.0616
2021-07-08,289.6306
2021-07-09,292.8815
2021-07-12,291.8978
2021-07-13,292.891
2021-07-14,295.3712
2021-07-15,295.8879
2021-07-16,293.0412
2021-07-19,290.4764
2021-07-20,293.1821
2021-07-21,294.7887
2021-07-22,295.2491
2021-07-23,299.3735
2021-07-26,299.6836
2021-07-27,300.5385
2021-07-28,297.175
2021-07-29,299.0917
2021-07-30,298.4622
2021-08-02,296.9589
2021-08-03,299.2514
2021-08-04,297.6072
2021-08-05,300.933
2021-08-06,302.3611
2021-08-09,300.1909
2021-08-10,300.811
2021-08-11,300.4446
2021-08-12,302.2954
2021-08-13,303.8831
2021-08-16,308.3928
2021-08-17,309.3792
2021-08-18,304.9166
2021-08-19,308.3928
2021-08-20,312.5265
2021-08-23,312.7802
2021-08-24,310.8918
2021-08-25,313.2688
2021-08-26,313.0715
2021-08-27,315.3545
2021-08-30,316.6134
2021-08-31,316.2001
2021-09-01,317.459
2021-09-02,320.3714
2021-09-03,322.5605
2021-09-07,320.8318
2021-09-08,319.7325
2021-09-09,320.4654
2021-09-10,321.2358
2021-09-13,318.9058
2021-09-14,320.1083
2021-09-15,323.594
2021-09-16,321.527
2021-09-17,315.1102
2021-09-20,312.1884
2021-09-21,311.1174
2021-09-22,314.415
2021-09-23,322.2504
2021-09-24,318.7085
2021-09-27,314.274
2021-09-28,304.5971
2021-09-29,303.9583
2021-09-30,300.5666
2021-10-01,305.2079
2021-10-04,300.1627
2021-10-05,305.4521
2021-10-06,305.5179
2021-10-07,306.5137
2021-10-08,305.5179
2021-10-11,306.7485
2021-10-12,307.8666
2021-10-13,311.1269
2021-10-14,319.4758
2021-10-15,322.0953
2021-10-18,323.3768
2021-10-19,329.5582
2021-10-20,325.8456
2021-10-21,327.0894
2021-10-22,333.3746
2021-10-25,335.8717
2021-10-26,335.7773
2021-10-27,333.6195
2021-10-28,335.7586
2021-10-29,338.086
2021-11-01,334.8163
2021-11-02,340.6396
2021-11-03,341.205
2021-11-04,345.6337
2021-11-05,347.198
2021-11-08,345.7563
2021-11-09,346.2651
2021-11-10,343.6926
2021-11-11,345.0778
2021-11-12,349.8081
2021-11-15,347.1886
2021-11-16,349.7422
2021-11-17,351.2687
2021-11-18,349.3841
2021-11-19,348.4513
2021-11-22,342.3358
2021-11-23,339.8858
2021-11-24,341.4594
2021-11-26,333.1956
2021-11-29,344.7104
2021-11-30,336.7763
2021-12-01,339.3582
2021-12-02,344.2204
2021-12-03,340.5643
2021-12-06,341.3275
2021-12-07,349.9119
2021-12-08,352.9178
2021-12-09,350.0154
2021-12-10,357.5444
2021-12-13,355.9236
2021-12-14,348.3948
2021-12-15,353.6433
2021-12-16,377.4834
2021-12-17,373.375
2021-12-20,363.5186
2021-12-21,370.2183
2021-12-22,380.3951
2021-12-23,380.037
2021-12-27,391.3633
2021-12-28,391.3068
2021-12-29,391.4482
2021-12-30,389.95
2021-12-31,390.6284
2022-01-03,383.712
2022-01-04,380.9698
2022-01-05,374.2607
2022-01-06,356.1875
2022-01-07,349.3559
2022-01-10,351.4761
2022-01-11,353.4642
2022-01-12,356.3457
2022-01-13,341.3999
2022-01-14,333.8325
2022-01-18,329.0334
2022-01-19,324.7443
2022-01-20,323.7522
2022-01-21,317.0824
2022-01-24,320.2662
2022-01-25,316.44
2022-01-26,311.6597
2022-01-27,314.9379
2022-01-28,323.9034
2022-01-31,334.0404
2022-02-01,333.8893
2022-02-02,339.6049
2022-02-03,326.4542
2022-02-04,328.2964
2022-02-07,324.9521
2022-02-08,326.0008
2022-02-09,335.8827
2022-02-10,323.4688
2022-02-11,310.9889
2022-02-14,308.1075
2022-02-15,311.2061
2022-02-16,315.2779
2022-02-17,305.0653
2022-02-18,303.4309
2022-02-22,303.3648
2022-02-23,295.8542
2022-02-24,298.6978
2022-02-25,304.6874
2022-02-28,298.5561
2022-03-01,294.1442
2022-03-02,300.7384
2022-03-03,301.3242
2022-03-04,296.7989
2022-03-07,288.1639
2022-03-08,284.9519
2022-03-09,292.3208
2022-03-10,292.4153
2022-03-11,294.3614
2022-03-14,290.677
2022-03-15,298.7546
2022-03-16,306.9548
2022-03-17,301.8438
2022-03-18,306.0479
2022-03-21,306.5675
2022-03-22,309.3734
2022-03-23,302.7885
2022-03-24,307.3138
2022-03-25,309.6001
2022-03-28,312.4626
2022-03-29,321.8628
2022-03-30,319.756
2022-03-31,318.594
2022-04-01,321.8156
2022-04-04,325.4339
2022-04-05,323.8751
2022-04-06,321.4565
2022-04-07,322.8831
2022-04-08,320.1906
2022-04-11,309.1844
2022-04-12,308.6743
2022-04-13,308.5131
2022-04-14,302.7141
2022-04-18,297.152
2022-04-19,303.7564
2022-04-20,306.6939
2022-04-21,305.4052
2022-04-22,294.4989
2022-04-25,300.2031
2022-04-26,287.2028
2022-04-27,287.2028
2022-04-28,297.3795
2022-04-29,284.6064
2022-05-02,288.6241
2022-05-03,288.8325
2022-05-04,298.3459
2022-05-05,283.0335
2022-05-06,280.2288
2022-05-09,272.4114
2022-05-10,272.5062
2022-05-11,266.205
2022-05-12,266.4608
2022-05-13,271.7292
2022-05-16,271.1607
2022-05-17,275.8037
2022-05-18,259.7806
2022-05-19,259.2594
2022-05-20,262.14
2022-05-23,268.5265
2022-05-24,264.6605
2022-05-25,264.9732
2022-05-26,276.2585
2022-05-27,288.1976
2022-05-31,282.8061
2022-06-01,282.9861
2022-06-02,290.5381
2022-06-03,288.9557
2022-06-06,288.7472
2022-06-07,290.4529
2022-06-08,286.7669
2022-06-09,279.935
2022-06-10,271.0091
2022-06-13,261.9978
2022-06-14,260.6903
2022-06-15,266.4418
2022-06-16,256.6916
2022-06-17,260.9366
2022-06-21,267.9011
2022-06-22,271.3785
2022-06-23,270.8385
2022-06-24,283.6683
2022-06-27,277.2723
2022-06-28,268.915
2022-06-29,265.1343
2022-06-30,263.0875
2022-07-01,265.9302
2022-07-05,260.7376
2022-07-06,261.4672
2022-07-07,264.7458
2022-07-08,264.4331
2022-07-11,260.4533
2022-07-12,259.3163
2022-07-13,258.8123
2022-07-14,255.4841
