Price,Close
Ticker,PX
Date,
2021-10-21,11.4625
2021-10-22,11.3866
2021-10-25,11.861
2021-10-26,11.8515
2021-10-27,11.7187
2021-10-28,11.5858
2021-10-29,11.861
2021-11-01,11.5289
2021-11-02,11.6902
2021-11-03,11.6238
2021-11-04,11.7851
2021-11-05,11.861
2021-11-08,11.8515
2021-11-09,11.9274
2021-11-10,11.9084
2021-11-11,12.0033
2021-11-12,12.7624
2021-11-15,13.2748
2021-11-16,13.2464
2021-11-17,13.2464
2021-11-18,13.3128
2021-11-19,13.2369
2021-11-22,13.2179
2021-11-23,12.5537
2021-11-24,12.8099
2021-11-26,12.5916
2021-11-29,12.4967
2021-11-30,13.0661
2021-12-01,13.3033
2021-12-02,13.6164
2021-12-03,13.6164
2021-12-06,13.7588
2021-12-07,14.2427
2021-12-08,13.977
2021-12-09,13.6449
2021-12-10,13.3128
2021-12-13,12.8004
2021-12-14,12.5727
2021-12-15,12.7435
2021-12-16,12.3639
2021-12-17,12.0603
2021-12-20,11.5194
2021-12-21,11.6712
2021-12-22,11.7851
2021-12-23,11.9559
2021-12-27,12.0033
2021-12-28,12.0887
2021-12-29,12.4778
2021-12-30,12.8478
2021-12-31,13.2653
2022-01-03,12.9712
2022-01-04,12.7435
2022-01-05,12.5252
2022-01-06,12.4019
2022-01-07,12.4303
2022-01-10,12.0887
2022-01-11,12.3354
2022-01-12,12.4778
2022-01-13,12.8099
2022-01-14,12.6201
2022-01-18,12.1457
2022-01-19,12.0697
2022-01-20,11.9843
2022-01-21,11.6238
2022-01-24,11.4814
2022-01-25,11.4055
2022-01-26,11.0734
2022-01-27,11.1114
2022-01-28,11.1873
2022-01-31,11.4625
2022-02-01,11.9274
2022-02-02,12.0508
2022-02-03,11.8705
2022-02-04,12.0128
2022-02-07,11.9559
2022-02-08,11.9084
2022-02-09,11.9274
2022-02-10,11.861
2022-02-11,11.8895
2022-02-14,11.5858
2022-02-15,12.0982
2022-02-16,12.6296
2022-02-17,12.3829
2022-02-18,12.1646
2022-02-22,11.6333
2022-02-23,11.9654
2022-02-24,11.6712
2022-02-25,11.842
2022-02-28,11.8041
2022-03-01,11.3012
2022-03-02,11.6712
2022-03-03,11.5384
2022-03-04,11.472
2022-03-07,11.3866
2022-03-08,11.1968
2022-03-09,11.5763
2022-03-10,11.2822
2022-03-11,11.1019
2022-03-14,11.0734
2022-03-15,11.2252
2022-03-16,11.3581
2022-03-17,11.5953
2022-03-18,11.2917
2022-03-21,11.4909
2022-03-22,11.6522
2022-03-23,11.6522
2022-03-24,11.7661
2022-03-25,11.7661
2022-03-28,11.7282
2022-03-29,11.5479
2022-03-30,11.5479
2022-03-31,11.5004
2022-04-01,11.6522
2022-04-04,11.7471
2022-04-05,11.2822
2022-04-06,10.7983
2022-04-07,10.9216
2022-04-08,10.969
2022-04-11,10.8552
2022-04-12,10.8077
2022-04-13,11.2063
2022-04-14,11.1019
2022-04-18,10.8362
2022-04-19,11.1873
2022-04-20,11.5099
2022-04-21,11.2442
2022-04-22,11.2917
2022-04-25,11.5953
2022-04-26,11.5858
2022-04-27,11.472
2022-04-28,11.6238
2022-04-29,11.4814
2022-05-02,11.6143
2022-05-03,11.5384
2022-05-04,11.823
2022-05-05,11.5668
2022-05-06,11.6333
2022-05-09,10.7603
2022-05-10,10.2005
2022-05-11,10.3048
2022-05-12,10.4756
2022-05-13,10.6274
2022-05-16,10.6844
2022-05-17,10.8267
2022-05-18,10.9216
2022-05-19,10.6085
2022-05-20,10.8077
2022-05-23,10.9026
2022-05-24,10.7128
2022-05-25,10.6464
2022-05-26,11.0829
2022-05-27,11.0924
2022-05-31,10.9402
2022-06-01,10.8926
2022-06-02,11.2732
2022-06-03,11.4064
2022-06-06,10.8641
2022-06-07,10.9878
2022-06-08,10.6929
2022-06-09,10.7214
2022-06-10,10.046
2022-06-13,9.7415
2022-06-14,9.9223
2022-06-15,10.3789
2022-06-16,10.0269
2022-06-17,10.3599
2022-06-21,10.455
2022-06-22,10.0745
2022-06-23,9.9033
2022-06-24,10.046
2022-06-27,10.3599
2022-06-28,10.7119
2022-06-29,10.436
2022-06-30,10.5787
2022-07-01,10.8641
2022-07-05,11.2827
2022-07-06,11.178
2022-07-07,11.473
2022-07-08,11.3303
2022-07-11,11.178
2022-07-12,11.2732
2022-07-13,10.9402
2022-07-14,10.8926
2022-07-15,11.3493
2022-07-18,11.3873
2022-07-19,11.3303
2022-07-20,11.3207
2022-07-21,11.3303
2022-07-22,11.1305
2022-07-25,10.9688
2022-07-26,10.9402
2022-07-27,11.121
2022-07-28,11.1971
2022-07-29,11.2542
2022-08-01,11.5966
2022-08-02,11.4254
2022-08-03,11.6252
2022-08-04,11.6347
2022-08-05,11.5205
2022-08-08,11.5491
2022-08-09,11.6157
2022-08-10,11.7679
2022-08-11,11.6537
2022-08-12,12.7477
2022-08-15,12.3862
2022-08-16,12.4528
2022-08-17,12.5479
2022-08-18,12.7477
2022-08-19,12.3577
2022-08-22,12.1674
2022-08-23,12.0818
2022-08-24,12.0723
2022-08-25,12.0818
2022-08-26,12.3774
2022-08-29,12.1199
2022-08-30,11.8911
2022-08-31,11.9006
2022-09-01,11.748
2022-09-02,11.7004
2022-09-06,11.1759
2022-09-07,11.5764
2022-09-08,11.3475
2022-09-09,11.338
2022-09-12,11.4524
2022-09-13,11.0329
2022-09-14,11.1282
2022-09-15,10.9375
2022-09-16,10.8994
2022-09-19,10.7849
2022-09-20,10.5179
2022-09-21,10.7277
2022-09-22,10.2128
2022-09-23,10.1174
2022-09-26,10.2033
2022-09-27,10.003
2022-09-28,10.1174
2022-09-29,9.8695
2022-09-30,10.0316
2022-10-03,10.2128
2022-10-04,10.537
2022-10-05,10.4703
2022-10-06,10.3749
2022-10-07,10.127
2022-10-10,9.9649
2022-10-11,9.7932
2022-10-12,9.7646
2022-10-13,9.9172
2022-10-14,9.8504
2022-10-17,9.8409
2022-10-18,9.9935
2022-10-19,9.9458
2022-10-20,9.8409
2022-10-21,9.9935
2022-10-24,10.1079
2022-10-25,10.2795
2022-10-26,10.1651
2022-10-27,10.127
2022-10-28,10.3082
2022-10-31,9.9076
2022-11-01,9.9935
2022-11-02,10.0602
2022-11-03,9.6597
2022-11-04,9.5548
2022-11-07,9.5358
2022-11-08,9.4213
2022-11-09,9.2688
2022-11-10,10.0507
2022-11-11,9.8028
2022-11-14,9.2688
2022-11-15,9.5358
2022-11-16,9.4499
2022-11-17,9.5071
2022-11-18,9.7741
2022-11-21,9.6693
2022-11-22,9.8028
2022-11-23,9.7169
2022-11-25,9.9076
2022-11-28,9.7741
2022-11-29,9.7741
2022-11-30,9.7837
2022-12-01,10.0037
2022-12-02,10.0898
2022-12-05,10.0706
2022-12-06,9.7933
2022-12-07,9.8507
2022-12-08,9.8507
2022-12-09,9.822
2022-12-12,10.0706
2022-12-13,10.1567
2022-12-14,10.348
2022-12-15,9.9941
2022-12-16,9.9845
2022-12-19,9.7646
2022-12-20,9.9941
2022-12-21,9.7359
2022-12-22,9.4203
2022-12-23,9.3342
2022-12-27,9.9367
2022-12-28,9.4872
2022-12-29,9.8794
2022-12-30,10.2045
2023-01-03,10.3767
2023-01-04,10.5297
2023-01-05,10.2715
2023-01-06,10.4054
2023-01-09,10.5679
2023-01-10,10.7592
2023-01-11,10.7879
2023-01-12,11.0748
2023-01-13,11.1322
2023-01-17,11.1226
2023-01-18,11.0939
2023-01-19,10.7783
2023-01-20,10.7688
2023-01-23,10.9314
2023-01-24,10.6731
2023-01-25,10.7688
2023-01-26,10.7688
2023-01-27,10.8262
2023-01-30,10.6445
2023-01-31,10.807
2023-02-01,10.8166
2023-02-02,11.1131
2023-02-03,11.2948
2023-02-06,11.0461
2023-02-07,11.0939
2023-02-08,10.9983
2023-02-09,10.7688
2023-02-10,10.874
2023-02-13,10.8357
2023-02-14,10.8357
2023-02-15,10.8835
2023-02-16,11.0174
2023-02-17,10.9983
2023-02-21,10.6062
2023-02-22,10.6253
2023-02-23,10.6062
2023-02-24,10.4149
2023-02-27,10.5201
2023-02-28,10.3002
2023-03-01,10.348
2023-03-02,10.1758
2023-03-03,10.3097
2023-03-06,10.1663
2023-03-07,9.9463
2023-03-08,9.8507
2023-03-09,9.4968
2023-03-10,9.2003
2023-03-13,8.8369
2023-03-14,8.7604
2023-03-15,8.7412
2023-03-16,8.8755
2023-03-17,8.6932
2023-03-20,8.8755
2023-03-21,9.3073
2023-03-22,9.1634
2023-03-23,9.2114
2023-03-24,9.4704
2023-03-27,9.5856
2023-03-28,9.4225
2023-03-29,9.528
2023-03-30,9.4225
2023-03-31,9.7007
2023-04-03,9.5664
2023-04-04,9.2593
2023-04-05,9.1922
2023-04-06,9.2114
2023-04-10,9.3745
2023-04-11,9.4321
2023-04-12,9.5088
2023-04-13,9.7007
2023-04-14,10.0557
2023-04-17,9.9982
2023-04-18,9.979
2023-04-19,10.2764
2023-04-20,10.0557
2023-04-21,9.8926
2023-04-24,9.8351
2023-04-25,9.576
2023-04-26,9.6815
2023-04-27,9.6911
2023-04-28,9.9118
2023-05-01,10.0174
2023-05-02,9.7487
2023-05-03,9.9214
2023-05-04,9.6911
2023-05-05,9.7295
2023-05-08,9.5952
2023-05-09,9.5664
2023-05-10,9.7103
2023-05-11,9.7103
2023-05-12,9.6911
2023-05-15,9.6623
2023-05-16,10.3244
2023-05-17,10.3724
2023-05-18,10.1325
2023-05-19,10.3052
2023-05-22,10.4395
2023-05-23,10.3724
2023-05-24,10.1613
2023-05-25,10.0749
2023-05-26,10.2313
2023-05-30,10.0677
2023-05-31,10.2313
2023-06-01,10.4431
2023-06-02,10.5875
2023-06-05,10.703
2023-06-06,10.9628
2023-06-07,11.0398
2023-06-08,11.0302
2023-06-09,10.9917
2023-06-12,10.8858
2023-06-13,10.9917
2023-06-14,11.1168
2023-06-15,11.2323
2023-06-16,11.0591
2023-06-20,11.1168
2023-06-21,11.1072
2023-06-22,10.934
2023-06-23,10.4912
2023-06-26,10.3853
2023-06-27,10.6548
2023-06-28,10.7126
2023-06-29,10.7703
2023-06-30,10.8762
2023-07-03,10.857
2023-07-05,10.6837
2023-07-06,10.5875
2023-07-07,10.7607
2023-07-10,10.6741
2023-07-11,10.8377
2023-07-12,10.9821
2023-07-13,11.1746
2023-07-14,10.9821
2023-07-17,10.9532
2023-07-18,11.1265
2023-07-19,11.2901
2023-07-20,11.165
2023-07-21,11.0783
2023-07-24,11.2131
2023-07-25,11.0206
2023-07-26,11.2708
2023-07-27,11.1457
2023-07-28,11.1842
2023-07-31,11.4056
2023-08-01,11.4345
2023-08-02,11.2612
2023-08-03,11.1553
2023-08-04,11.3863
2023-08-07,11.5403
2023-08-08,11.473
2023-08-09,11.2708
2023-08-10,11.4056
2023-08-11,12.1467
2023-08-14,12.0793
2023-08-15,11.8868
2023-08-16,12.0697
2023-08-17,11.9831
2023-08-18,12.0408
2023-08-21,11.6847
2023-08-22,11.7425
2023-08-23,11.8483
2023-08-24,11.7713
2023-08-25,11.6655
2023-08-28,11.7617
2023-08-29,11.7713
2023-08-30,11.7641
2023-08-31,11.629
2023-09-01,11.3298
2023-09-05,11.0596
2023-09-06,11.2623
2023-09-07,11.1078
2023-09-08,11.1175
2023-09-11,11.0692
2023-09-12,11.0499
2023-09-13,10.9341
2023-09-14,10.9438
2023-09-15,10.8666
2023-09-18,10.8859
2023-09-19,10.8569
2023-09-20,10.9245
2023-09-21,10.9245
2023-09-22,10.7894
2023-09-25,11.1272
2023-09-26,10.9824
2023-09-27,10.992
2023-09-28,11.1947
2023-09-29,11.243
2023-10-02,10.9631
2023-10-03,10.5481
2023-10-04,10.5867
2023-10-05,10.2393
2023-10-06,10.1717
2023-10-09,9.9498
2023-10-10,10.22
2023-10-11,10.1331
2023-10-12,9.8436
2023-10-13,9.7278
2023-10-16,9.8436
2023-10-17,10.0463
2023-10-18,9.5831
2023-10-19,9.3418
2023-10-20,8.9751
2023-10-23,8.8496
2023-10-24,8.9075
2023-10-25,8.7917
2023-10-26,8.7821
2023-10-27,8.7821
2023-10-30,9.1005
2023-10-31,9.0909
2023-11-01,9.0812
2023-11-02,9.39
2023-11-03,9.7278
2023-11-06,9.6699
2023-11-07,9.5445
2023-11-08,9.7375
2023-11-09,9.5927
2023-11-10,9.1584
2023-11-13,8.8979
2023-11-14,9.2646
2023-11-15,9.2067
2023-11-16,8.9172
2023-11-17,8.8593
2023-11-20,9.1102
2023-11-21,9.0523
2023-11-22,9.3514
2023-11-24,9.419
2023-11-27,9.2839
2023-11-28,9.3225
2023-11-29,9.6638
2023-11-30,9.8769
2023-12-01,9.7026
2023-12-04,9.4121
2023-12-05,9.3249
2023-12-06,9.3636
2023-12-07,9.5186
2023-12-08,9.6154
2023-12-11,9.354
2023-12-12,9.0344
2023-12-13,9.5767
2023-12-14,9.7897
2023-12-15,9.8769
2023-12-18,9.8478
2023-12-19,9.9834
2023-12-20,9.9059
2023-12-21,9.383
2023-12-22,9.4702
2023-12-26,9.751
2023-12-27,9.7607
2023-12-28,10.0899
2023-12-29,9.8962
2024-01-02,9.3055
2024-01-03,9.17
2024-01-04,9.0441
2024-01-05,8.4534
2024-01-08,8.6374
2024-01-09,8.5793
2024-01-10,8.4922
2024-01-11,8.4534
2024-01-12,8.4244
2024-01-16,8.5793
2024-01-17,8.5212
2024-01-18,8.8311
2024-01-19,8.773
2024-01-22,8.8892
2024-01-23,8.9763
2024-01-24,8.8698
2024-01-25,8.802
2024-01-26,8.9376
2024-01-29,9.0054
2024-01-30,9.0538
2024-01-31,8.9085
2024-02-01,8.5793
2024-02-02,8.4534
2024-02-05,8.6955
2024-02-06,8.6858
2024-02-07,8.7827
2024-02-08,8.9279
2024-02-09,8.8698
2024-02-12,9.1022
2024-02-13,8.7149
2024-02-14,8.8214
2024-02-15,9.1312
2024-02-16,9.1119
2024-02-20,8.9763
2024-02-21,8.405
2024-02-22,8.4534
2024-02-23,8.4437
2024-02-26,8.5696
2024-02-27,8.8214
2024-02-28,8.8117
2024-02-29,8.9763
2024-03-01,8.0661
2024-03-04,7.7369
2024-03-05,7.5723
2024-03-06,7.5723
2024-03-07,7.7853
2024-03-08,7.8655
2024-03-11,7.9724
2024-03-12,8.0113
2024-03-13,8.0308
2024-03-14,7.8655
2024-03-15,7.9822
2024-03-18,7.846
2024-03-19,7.8169
2024-03-20,8.0211
2024-03-21,8.0599
2024-03-22,7.9141
2024-03-25,7.7877
2024-03-26,7.7197
2024-03-27,8.1474
2024-03-28,8.1863
2024-04-01,8.2058
2024-04-02,8.1377
2024-04-03,8.128
2024-04-04,8.1669
2024-04-05,8.1669
2024-04-08,8.128
2024-04-09,8.0502
2024-04-10,7.5252
2024-04-11,7.5933
2024-04-12,7.4766
2024-04-15,7.3599
2024-04-16,7.2821
2024-04-17,7.2821
2024-04-18,7.2141
2024-04-19,7.2821
2024-04-22,7.3308
2024-04-23,7.3794
2024-04-24,7.3794
2024-04-25,7.1946
2024-04-26,7.253
2024-04-29,7.3405
2024-04-30,6.903
2024-05-01,7.146
2024-05-02,7.1558
2024-05-03,7.3405
2024-05-06,7.428
2024-05-07,7.4183
2024-05-08,7.3794
2024-05-09,7.9044
2024-05-10,7.953
2024-05-13,8.0794
2024-05-14,8.0891
2024-05-15,8.0502
2024-05-16,8.0599
2024-05-17,8.0016
2024-05-20,7.9433
2024-05-21,7.9724
2024-05-22,7.9919
2024-05-23,7.9044
2024-05-24,7.9627
2024-05-28,7.8072
2024-05-29,7.8266
2024-05-30,7.8655
2024-05-31,7.8899
2024-06-03,7.8411
2024-06-04,7.7727
2024-06-05,7.8997
2024-06-06,7.9387
2024-06-07,7.9094
2024-06-10,7.9583
2024-06-11,8.0559
2024-06-12,7.8801
2024-06-13,7.8704
2024-06-14,7.8118
2024-06-17,7.7141
2024-06-18,7.8997
2024-06-20,8.1145
2024-06-21,8.0461
2024-06-24,8.1731
2024-06-25,8.0559
2024-06-26,8.1047
2024-06-27,8.1633
2024-06-28,8.2805
2024-07-01,7.9973
2024-07-02,8.0657
2024-07-03,8.1047
2024-07-05,8.0266
2024-07-08,8.1633
2024-07-09,8.593
2024-07-10,8.6418
2024-07-11,9.0617
2024-07-12,9.2277
2024-07-15,9.3937
2024-07-16,9.8917
2024-07-17,9.7257
2024-07-18,9.589
