Price,Close
Ticker,MC.PA
Date,
2021-03-04,489.343
2021-03-05,479.5359
2021-03-08,490.2595
2021-03-09,495.5756
2021-03-10,506.849
2021-03-11,517.3893
2021-03-12,516.381
2021-03-15,511.6149
2021-03-16,513.5397
2021-03-17,520.7805
2021-03-18,519.039
2021-03-19,510.8818
2021-03-22,510.1484
2021-03-23,507.9489
2021-03-24,507.2157
2021-03-25,509.232
2021-03-26,508.5904
2021-03-29,508.5904
2021-03-30,525.6382
2021-03-31,520.6887
2021-04-01,523.9884
2021-04-06,528.6628
2021-04-07,529.0295
2021-04-08,537.1866
2021-04-09,539.203
2021-04-12,540.4862
2021-04-13,545.1606
2021-04-14,560.7418
2021-04-15,565.2328
2021-04-16,577.4229
2021-04-19,572.7485
2021-04-20,558.3584
2021-04-21,576.1616
2021-04-22,582.9877
2021-04-23,579.39
2021-04-26,577.2685
2021-04-27,583.6335
2021-04-28,584.0945
2021-04-29,586.4008
2021-04-30,577.6375
2021-05-03,581.6963
2021-05-04,570.9037
2021-05-05,582.8032
2021-05-06,576.8073
2021-05-07,582.4343
2021-05-10,576.5305
2021-05-11,564.8154
2021-05-12,562.8782
2021-05-13,568.2286
2021-05-14,579.39
2021-05-17,575.608
2021-05-18,574.6857
2021-05-19,571.0881
2021-05-20,580.1282
2021-05-21,582.6187
2021-05-24,588.0612
2021-05-25,590.0906
2021-05-26,590.9208
2021-05-27,598.1159
2021-05-28,604.942
2021-05-31,601.4366
2021-06-01,606.1411
2021-06-02,609.7387
2021-06-03,603.5583
2021-06-04,600.6989
2021-06-07,606.3257
2021-06-08,608.5395
2021-06-09,611.1224
2021-06-10,606.6947
2021-06-11,616.2881
2021-06-14,620.4391
2021-06-15,625.2358
2021-06-16,629.3869
2021-06-17,633.9991
2021-06-18,628.28
2021-06-21,627.3575
2021-06-22,628.3723
2021-06-23,617.2106
2021-06-24,620.9926
2021-06-25,621.3615
2021-06-28,615.8268
2021-06-29,621.7305
2021-06-30,610.0154
2021-07-01,612.4138
2021-07-02,611.9527
2021-07-05,609.462
2021-07-06,604.942
2021-07-07,609.1852
