Price,Close
Ticker,SHW
Date,
2021-03-04,210.3348
2021-03-05,215.4787
2021-03-08,219.4395
2021-03-09,225.1574
2021-03-10,225.1765
2021-03-11,224.5068
2021-03-12,225.8238
2021-03-15,228.643
2021-03-16,228.6685
2021-03-17,227.1729
2021-03-18,226.4617
2021-03-19,225.2243
2021-03-22,229.6858
2021-03-23,231.5035
2021-03-24,230.9327
2021-03-25,235.7353
2021-03-26,242.0528
2021-03-29,241.1885
2021-03-30,237.9708
2021-03-31,235.3526
2021-04-01,238.9371
2021-04-05,244.8209
2021-04-06,247.7388
2021-04-07,240.8027
2021-04-08,242.5056
2021-04-09,244.2372
2021-04-12,246.4472
2021-04-13,246.2655
2021-04-14,244.0077
2021-04-15,246.0072
2021-04-16,255.3638
2021-04-19,254.1009
2021-04-20,255.6699
2021-04-21,259.2288
2021-04-22,258.0521
2021-04-23,262.0607
2021-04-26,257.8703
2021-04-27,257.8224
2021-04-28,257.3154
2021-04-29,261.6014
2021-04-30,262.0128
2021-05-03,265.878
2021-05-04,271.2259
2021-05-05,271.0154
2021-05-06,273.0341
2021-05-07,274.7944
2021-05-10,276.1529
2021-05-11,273.4646
2021-05-12,267.7244
2021-05-13,273.4359
2021-05-14,273.7038
2021-05-17,271.9242
2021-05-18,270.9102
2021-05-19,269.0924
2021-05-20,270.885
2021-05-21,271.4026
2021-05-24,273.1664
2021-05-25,273.7607
2021-05-26,273.8087
2021-05-27,273.9333
2021-05-28,271.7861
2021-06-01,271.1247
2021-06-02,270.7125
2021-06-03,270.8659
2021-06-04,271.4698
2021-06-07,269.1787
2021-06-08,269.3609
2021-06-09,265.4881
2021-06-10,266.3509
2021-06-11,265.2773
2021-06-14,262.4208
2021-06-15,260.3694
2021-06-16,257.3595
2021-06-17,258.0784
2021-06-18,257.0527
2021-06-21,261.7881
2021-06-22,262.1332
2021-06-23,260.1297
2021-06-24,258.8932
2021-06-25,262.6411
2021-06-28,261.2033
2021-06-29,261.4814
2021-06-30,261.165
2021-07-01,263.9353
2021-07-02,263.8203
2021-07-06,262.1715
2021-07-07,265.9196
2021-07-08,261.7784
2021-07-09,264.7788
2021-07-12,266.4564
2021-07-13,266.5331
2021-07-14,265.4594
2021-07-15,267.5587
2021-07-16,270.7125
2021-07-19,271.2108
2021-07-20,269.5909
2021-07-21,270.1565
2021-07-22,269.8881
2021-07-23,274.125
2021-07-26,273.6552
2021-07-27,275.8025
2021-07-28,275.63
2021-07-29,277.4033
2021-07-30,278.9753
2021-08-02,279.493
2021-08-03,283.7204
2021-08-04,283.96
2021-08-05,283.4136
2021-08-06,284.6503
